SEASON_END_YEAR,PLAYER_NAME,PLAYER_NAME_KEY,IS_ALL_STAR_THIS_SEASON
2017,LeBron James,lebron james,1
2017,Marc Gasol,marc gasol,1
2017,N. JokiÄ,n jokia,1
2017,Paul George,paul george,1
2017,Paul Millsap,paul millsap,1
2017,Russell Westbrook,russell westbrook,1
2017,S. Curry,s curry,1
2017,Stephen Curry,stephen curry,1
2017,V. Wembanyama,v wembanyama,1
2017,W. Chamberlain,w chamberlain,1
2018,Al Horford,al horford,1
2018,Andre Drummond,andre drummond,1
2018,Anthony Davis,anthony davis,1
2018,Bradley Beal,bradley beal,1
2018,D. Schayes,d schayes,1
2018,Damian Lillard,damian lillard,1
2018,DeMar DeRozan,demar derozan,1
2018,DeMarcus Cousins,demarcus cousins,1
2018,Draymond Green,draymond green,1
2018,E. Hayes,e hayes,1
2018,G. Antetokounmpo,g antetokounmpo,1
2018,Giannis Antetokounmpo,giannis antetokounmpo,1
2018,Goran DragiÄ,goran dragia,1
2018,H. Olajuwon,h olajuwon,1
2018,J. Embiid,j embiid,1
2018,J. Harden,j harden,1
2018,J. Havlicek,j havlicek,1
2018,J. Stockton,j stockton,1
2018,James Harden,james harden,1
2018,Jimmy Butler,jimmy butler iii,1
2018,Joel Embiid,joel embiid,1
2018,John Wall,john wall,1
2018,K. Durant,k durant,1
2018,Karl-Anthony Towns,karlanthony towns,1
2018,Kemba Walker,kemba walker,1
2018,Kevin Durant,kevin durant,1
2018,Kevin Love,kevin love,1
2018,Klay Thompson,klay thompson,1
2018,Kristaps PorziÅÄ£is,kristaps porziaais,1
2018,Kyle Lowry,kyle lowry,1
2018,Kyrie Irving,kyrie irving,1
2018,L. DonÄiÄ,l donaia,1
2018,L. James,l james,1
2018,LaMarcus Aldridge,lamarcus aldridge,1
2018,LeBron James,lebron james,1
2018,N. JokiÄ,n jokia,1
2018,Paul George,paul george,1
2018,Russell Westbrook,russell westbrook,1
2018,S. Curry,s curry,1
2018,Stephen Curry,stephen curry,1
2018,V. Wembanyama,v wembanyama,1
2018,Victor Oladipo,victor oladipo,1
2018,W. Chamberlain,w chamberlain,1
2019,Anthony Davis,anthony davis,1
2019,Ben Simmons,ben simmons,1
2019,Blake Griffin,blake griffin,1
2019,Bradley Beal,bradley beal,1
2019,D. Schayes,d schayes,1
2019,Damian Lillard,damian lillard,1
2019,D'Angelo Russell,dangelo russell,1
2019,Dirk Nowitzki,dirk nowitzki,1
2019,Dwyane Wade,dwyane wade,1
2019,E. Hayes,e hayes,1
2019,G. Antetokounmpo,g antetokounmpo,1
2019,Giannis Antetokounmpo,giannis antetokounmpo,1
2019,H. Olajuwon,h olajuwon,1
2019,J. Embiid,j embiid,1
2019,J. Harden,j harden,1
2019,J. Havlicek,j havlicek,1
2019,J. Stockton,j stockton,1
2019,James Harden,james harden,1
2019,Joel Embiid,joel embiid,1
2019,K. Durant,k durant,1
2019,Karl-Anthony Towns,karlanthony towns,1
2019,Kawhi Leonard,kawhi leonard,1
2019,Kemba Walker,kemba walker,1
2019,Kevin Durant,kevin durant,1
2019,Khris Middleton,khris middleton,1
2019,Klay Thompson,klay thompson,1
2019,Kyle Lowry,kyle lowry,1
2019,Kyrie Irving,kyrie irving,1
2019,L. DonÄiÄ,l donaia,1
2019,L. James,l james,1
2019,LaMarcus Aldridge,lamarcus aldridge,1
2019,LeBron James,lebron james,1
2019,N. JokiÄ,n jokia,1
2019,Nikola JokiÄ,nikola jokia,1
2019,Nikola VuÄeviÄ,nikola vuaevia,1
2019,Paul George,paul george,1
2019,Russell Westbrook,russell westbrook,1
2019,S. Curry,s curry,1
2019,Stephen Curry,stephen curry,1
2019,V. Wembanyama,v wembanyama,1
2019,Victor Oladipo,victor oladipo,1
2019,W. Chamberlain,w chamberlain,1
2020,Anthony Davis,anthony davis,1
2020,Bam Adebayo,bam adebayo,1
2020,Ben Simmons,ben simmons,1
2020,Brandon Ingram,brandon ingram,1
2020,Chris Paul,chris paul,1
2020,D. Schayes,d schayes,1
2020,Damian Lillard,damian lillard,1
2020,Devin Booker,devin booker,1
2020,Domantas Sabonis,domantas sabonis,1
2020,Donovan Mitchell,donovan mitchell,1
2020,E. Hayes,e hayes,1
2020,G. Antetokounmpo,g antetokounmpo,1
2020,Giannis Antetokounmpo,giannis antetokounmpo,1
2020,H. Olajuwon,h olajuwon,1
2020,J. Embiid,j embiid,1
2020,J. Harden,j harden,1
2020,J. Havlicek,j havlicek,1
2020,J. Stockton,j stockton,1
2020,James Harden,james harden,1
2020,Jayson Tatum,jayson tatum,1
2020,Jimmy Butler,jimmy butler iii,1
2020,Joel Embiid,joel embiid,1
2020,K. Durant,k durant,1
2020,Kawhi Leonard,kawhi leonard,1
2020,Kemba Walker,kemba walker,1
2020,Khris Middleton,khris middleton,1
2020,Kyle Lowry,kyle lowry,1
2020,L. DonÄiÄ,l donaia,1
2020,L. James,l james,1
2020,LeBron James,lebron james,1
2020,Luka DonÄiÄ,luka donaia,1
2020,N. JokiÄ,n jokia,1
2020,Nikola JokiÄ,nikola jokia,1
2020,Pascal Siakam,pascal siakam,1
2020,Rudy Gobert,rudy gobert,1
2020,Russell Westbrook,russell westbrook,1
2020,S. Curry,s curry,1
2020,Trae Young,trae young,1
2020,V. Wembanyama,v wembanyama,1
2020,W. Chamberlain,w chamberlain,1
2021,Anthony Davis,anthony davis,1
2021,Ben Simmons,ben simmons,1
2021,Bradley Beal,bradley beal,1
2021,Chris Paul,chris paul,1
2021,D. Schayes,d schayes,1
2021,Damian Lillard,damian lillard,1
2021,Devin Booker,devin booker,1
2021,Domantas Sabonis,domantas sabonis,1
2021,Donovan Mitchell,donovan mitchell,1
2021,E. Hayes,e hayes,1
2021,G. Antetokounmpo,g antetokounmpo,1
2021,Giannis Antetokounmpo,giannis antetokounmpo,1
2021,H. Olajuwon,h olajuwon,1
2021,J. Embiid,j embiid,1
2021,J. Harden,j harden,1
2021,J. Havlicek,j havlicek,1
2021,J. Stockton,j stockton,1
2021,James Harden,james harden,1
2021,Jaylen Brown,jaylen brown,1
2021,Jayson Tatum,jayson tatum,1
2021,Joel Embiid,joel embiid,1
2021,Julius Randle,julius randle,1
2021,K. Durant,k durant,1
2021,Kawhi Leonard,kawhi leonard,1
2021,Kevin Durant,kevin durant,1
2021,Kyrie Irving,kyrie irving,1
2021,L. DonÄiÄ,l donaia,1
2021,L. James,l james,1
2021,LeBron James,lebron james,1
2021,Luka DonÄiÄ,luka donaia,1
2021,Mike Conley,mike conley,1
2021,N. JokiÄ,n jokia,1
2021,Nikola JokiÄ,nikola jokia,1
2021,Nikola VuÄeviÄ,nikola vuaevia,1
2021,Paul George,paul george,1
2021,Rudy Gobert,rudy gobert,1
2021,S. Curry,s curry,1
2021,Stephen Curry,stephen curry,1
2021,V. Wembanyama,v wembanyama,1
2021,W. Chamberlain,w chamberlain,1
2021,Zach LaVine,zach lavine,1
2021,Zion Williamson,zion williamson,1
2022,Andrew Wiggins,andrew wiggins,1
2022,Chris Paul,chris paul,1
2022,D. Schayes,d schayes,1
2022,Darius Garland,darius garland,1
2022,Dejounte Murray,dejounte murray,1
2022,DeMar DeRozan,demar derozan,1
2022,Devin Booker,devin booker,1
2022,Donovan Mitchell,donovan mitchell,1
2022,Draymond Green,draymond green,1
2022,E. Hayes,e hayes,1
2022,Fred VanVleet,fred vanvleet,1
2022,G. Antetokounmpo,g antetokounmpo,1
2022,Giannis Antetokounmpo,giannis antetokounmpo,1
2022,H. Olajuwon,h olajuwon,1
2022,J. Embiid,j embiid,1
2022,J. Harden,j harden,1
2022,J. Havlicek,j havlicek,1
2022,J. Stockton,j stockton,1
2022,Ja Morant,ja morant,1
2022,James Harden,james harden,1
2022,Jarrett Allen,jarrett allen,1
2022,Jayson Tatum,jayson tatum,1
2022,Jimmy Butler,jimmy butler iii,1
2022,Joel Embiid,joel embiid,1
2022,K. Durant,k durant,1
2022,Karl-Anthony Towns,karlanthony towns,1
2022,Kevin Durant,kevin durant,1
2022,Khris Middleton,khris middleton,1
2022,L. DonÄiÄ,l donaia,1
2022,L. James,l james,1
2022,LaMelo Ball,lamelo ball,1
2022,LeBron James,lebron james,1
2022,Luka DonÄiÄ,luka donaia,1
2022,N. JokiÄ,n jokia,1
2022,Nikola JokiÄ,nikola jokia,1
2022,Rudy Gobert,rudy gobert,1
2022,S. Curry,s curry,1
2022,Stephen Curry,stephen curry,1
2022,Trae Young,trae young,1
2022,V. Wembanyama,v wembanyama,1
2022,W. Chamberlain,w chamberlain,1
2022,Zach LaVine,zach lavine,1
2023,Anthony Edwards,anthony edwards,1
2023,Bam Adebayo,bam adebayo,1
2023,D. Schayes,d schayes,1
2023,Damian Lillard,damian lillard,1
2023,De'Aaron Fox,deaaron fox,1
2023,DeMar DeRozan,demar derozan,1
2023,Domantas Sabonis,domantas sabonis,1
2023,Donovan Mitchell,donovan mitchell,1
2023,E. Hayes,e hayes,1
2023,G. Antetokounmpo,g antetokounmpo,1
2023,Giannis Antetokounmpo,giannis antetokounmpo,1
2023,H. Olajuwon,h olajuwon,1
2023,J. Embiid,j embiid,1
2023,J. Harden,j harden,1
2023,J. Havlicek,j havlicek,1
2023,J. Stockton,j stockton,1
2023,Ja Morant,ja morant,1
2023,Jaren Jackson Jr.,jaren jackson jr,1
2023,Jaylen Brown,jaylen brown,1
2023,Jayson Tatum,jayson tatum,1
2023,Joel Embiid,joel embiid,1
2023,Jrue Holiday,jrue holiday,1
2023,Julius Randle,julius randle,1
2023,K. Durant,k durant,1
2023,Kevin Durant,kevin durant,1
2023,Kyrie Irving,kyrie irving,1
2023,L. DonÄiÄ,l donaia,1
2023,L. James,l james,1
2023,Lauri Markkanen,lauri markkanen,1
2023,LeBron James,lebron james,1
2023,Luka DonÄiÄ,luka donaia,1
2023,N. JokiÄ,n jokia,1
2023,Nikola JokiÄ,nikola jokia,1
2023,Pascal Siakam,pascal siakam,1
2023,Paul George,paul george,1
2023,S. Curry,s curry,1
2023,Shai Gilgeous-Alexander,shai gilgeousalexander,1
2023,Stephen Curry,stephen curry,1
2023,Tyrese Haliburton,tyrese haliburton,1
2023,V. Wembanyama,v wembanyama,1
2023,W. Chamberlain,w chamberlain,1
2023,Zion Williamson,zion williamson,1
2024,Anthony Davis,anthony davis,1
2024,Anthony Edwards,anthony edwards,1
2024,Bam Adebayo,bam adebayo,1
2024,D. Schayes,d schayes,1
2024,Damian Lillard,damian lillard,1
2024,Devin Booker,devin booker,1
2024,Donovan Mitchell,donovan mitchell,1
2024,E. Hayes,e hayes,1
2024,G. Antetokounmpo,g antetokounmpo,1
2024,Giannis Antetokounmpo,giannis antetokounmpo,1
2024,H. Olajuwon,h olajuwon,1
2024,J. Embiid,j embiid,1
2024,J. Harden,j harden,1
2024,J. Havlicek,j havlicek,1
2024,J. Stockton,j stockton,1
2024,Jalen Brunson,jalen brunson,1
2024,Jaylen Brown,jaylen brown,1
2024,Jayson Tatum,jayson tatum,1
2024,Joel Embiid,joel embiid,1
2024,Julius Randle,julius randle,1
2024,K. Durant,k durant,1
2024,Karl-Anthony Towns,karlanthony towns,1
2024,Kawhi Leonard,kawhi leonard,1
2024,Kevin Durant,kevin durant,1
2024,L. DonÄiÄ,l donaia,1
2024,L. James,l james,1
2024,LeBron James,lebron james,1
2024,Luka DonÄiÄ,luka donaia,1
2024,N. JokiÄ,n jokia,1
2024,Nikola JokiÄ,nikola jokia,1
2024,Paolo Banchero,paolo banchero,1
2024,Paul George,paul george,1
2024,S. Curry,s curry,1
2024,Scottie Barnes,scottie barnes,1
2024,Shai Gilgeous-Alexander,shai gilgeousalexander,1
2024,Stephen Curry,stephen curry,1
2024,Trae Young,trae young,1
2024,Tyrese Haliburton,tyrese haliburton,1
2024,Tyrese Maxey,tyrese maxey,1
2024,V. Wembanyama,v wembanyama,1
2024,W. Chamberlain,w chamberlain,1
2025,Alperen ÅengÃ¼n,alperen aenga14n,1
2025,D. Schayes,d schayes,1
2025,Damian Lillard,damian lillard,1
2025,Donovan Mitchell,donovan mitchell,1
2025,E. Hayes,e hayes,1
2025,G. Antetokounmpo,g antetokounmpo,1
2025,Giannis Antetokounmpo,giannis antetokounmpo,1
2025,H. Olajuwon,h olajuwon,1
2025,J. Embiid,j embiid,1
2025,J. Harden,j harden,1
2025,J. Havlicek,j havlicek,1
2025,J. Stockton,j stockton,1
2025,James Harden,james harden,1
2025,Jaylen Brown,jaylen brown,1
2025,Jayson Tatum,jayson tatum,1
2025,K. Durant,k durant,1
2025,Karl-Anthony Towns,karlanthony towns,1
2025,Kevin Durant,kevin durant,1
2025,Kyrie Irving,kyrie irving,1
2025,L. DonÄiÄ,l donaia,1
2025,L. James,l james,1
2025,N. JokiÄ,n jokia,1
2025,Nikola JokiÄ,nikola jokia,1
2025,Pascal Siakam,pascal siakam,1
2025,S. Curry,s curry,1
2025,Shai Gilgeous-Alexander,shai gilgeousalexander,1
2025,Stephen Curry,stephen curry,1
2025,Trae Young,trae young,1
2025,V. Wembanyama,v wembanyama,1
2025,Victor Wembanyama,victor wembanyama,1
2025,W. Chamberlain,w chamberlain,1
2026,Alperen Sengun,alperen sengun,1
2026,Anthony Edwards,anthony edwards,1
2026,Brandon Ingram,brandon ingram,1
2026,Cade Cunningham,cade cunningham,1
2026,Chet Holmgren,chet holmgren,1
2026,D. Schayes,d schayes,1
2026,De'Aaron Fox,deaaron fox,1
2026,Deni Avdija,deni avdija,1
2026,Devin Booker,devin booker,1
2026,Donovan Mitchell,donovan mitchell,1
2026,E. Hayes,e hayes,1
2026,G. Antetokounmpo,g antetokounmpo,1
2026,Giannis Antetokounmpo,giannis antetokounmpo,1
2026,H. Olajuwon,h olajuwon,1
2026,J. Embiid,j embiid,1
2026,J. Harden,j harden,1
2026,J. Havlicek,j havlicek,1
2026,J. Stockton,j stockton,1
2026,Jalen Brunson,jalen brunson,1
2026,Jalen Duren,jalen duren,1
2026,Jalen Johnson,jalen johnson,1
2026,Jamal Murray,jamal murray,1
2026,Jaylen Brown,jaylen brown,1
2026,K. Durant,k durant,1
2026,Karl-Anthony Towns,karlanthony towns,1
2026,Kawhi Leonard,kawhi leonard,1
2026,Kevin Durant,kevin durant,1
2026,L. DonÄiÄ,l donaia,1
2026,L. James,l james,1
2026,LeBron James,lebron james,1
2026,Luka DonÄiÄ,luka donaia,1
2026,Luka Dončić,luka doncic,1
2026,N. JokiÄ,n jokia,1
2026,Nikola Jokić,nikola jokic,1
2026,Norman Powell,norman powell,1
2026,Pascal Siakam,pascal siakam,1
2026,S. Curry,s curry,1
2026,Scottie Barnes,scottie barnes,1
2026,Shai Gilgeous-Alexander,shai gilgeousalexander,1
2026,Stephen Curry,stephen curry,1
2026,Tyrese Maxey,tyrese maxey,1
2026,V. Wembanyama,v wembanyama,1
2026,Victor Wembanyama,victor wembanyama,1
2026,W. Chamberlain,w chamberlain,1
